image_id,family,severity,gradient_cosine,det_loss_delta_sem1,g_sem_norm,g_det_norm
23034,gamma,1,0.7513406276702881,0.011233747005462646,0.0742558091878891,0.0788513645529747
23034,gamma,2,0.8704779744148254,0.008142739534378052,0.05958392098546028,0.15214009582996368
23034,contrast,1,0.3156823217868805,0.01562824845314026,0.05619238689541817,0.267325758934021
23034,contrast,2,0.4560548961162567,-0.017474591732025146,0.08788075298070908,0.6111905574798584
23034,color_cast,1,0.8221699595451355,0.011964499950408936,0.0511002242565155,0.22041559219360352
23034,color_cast,2,0.5877834558486938,-0.013753741979598999,0.04608665406703949,0.22073104977607727
23272,gamma,1,-0.7789479494094849,0.02692049741744995,0.06956435739994049,0.5732871294021606
23272,gamma,2,-0.8160150051116943,0.030943214893341064,0.05186985060572624,0.4404807388782501
23272,contrast,1,-0.42698371410369873,-0.004210233688354492,0.09823424369096756,0.16039668023586273
23272,contrast,2,-0.2284843474626541,0.003919646143913269,0.25175046920776367,0.38403668999671936
23272,color_cast,1,0.09495587646961212,-0.006570965051651001,0.12372569739818573,0.2975873649120331
23272,color_cast,2,-0.5667025446891785,-0.0037994682788848877,0.17330345511436462,0.17180190980434418
