image_id,family,severity,gradient_cosine,delta_det_linear,det_loss_delta_sem1
23034,gamma,1,0.751699686050415,-0.00044000343113592076,0.010533511638641357
23034,gamma,2,0.870314359664917,-0.0007892436408260995,0.008142739534378052
23034,contrast,1,0.31557896733283997,-0.0004740732579667705,0.01562824845314026
23034,contrast,2,0.45578184723854065,-0.0024477054510119336,-0.017474591732025146
23034,color_cast,1,0.8222735524177551,-0.0009260586683959425,0.007504254579544067
23034,color_cast,2,0.5877912640571594,-0.0005979509418301684,-0.013753741979598999
23272,gamma,1,-0.779032289981842,0.003107399346044936,0.030381739139556885
23272,gamma,2,-0.8159440159797668,0.0018639189429312199,0.030865252017974854
23272,contrast,1,-0.4265996813774109,0.0006719237712421813,-0.004210233688354492
23272,contrast,2,-0.22859832644462585,0.0022100345784389942,0.0047420114278793335
23272,color_cast,1,0.09502805769443512,-0.00034988205831930493,-0.006570965051651001
23272,color_cast,2,-0.5666314959526062,0.0016866554209358977,-0.0037994682788848877
25181,gamma,1,0.03567466139793396,-0.006292350747963915,0.04309439659118652
25181,gamma,2,0.15914107859134674,-0.030588139766801012,0.02277541160583496
25181,contrast,1,0.13971689343452454,-0.0036352968543167693,0.00038611888885498047
25181,contrast,2,-0.7567645311355591,0.05601758713989681,0.03595840930938721
25181,color_cast,1,-0.07442446053028107,0.0011444326693422705,0.0036971569061279297
25181,color_cast,2,-0.3086792826652527,0.0021109307669672146,0.008221626281738281
25228,gamma,1,0.08800370246171951,-4.411502053532001e-05,0.022105678915977478
25228,gamma,2,-0.8468177318572998,0.002427725278536129,-0.05611950159072876
25228,contrast,1,0.5281222462654114,-0.00014976824200033402,0.004729971289634705
25228,contrast,2,-0.7698264122009277,0.0011684466239584585,0.018772006034851074
25228,color_cast,1,-0.577856719493866,0.00018420388945361745,0.006169110536575317
25228,color_cast,2,-0.48326054215431213,0.00027639475533596626,0.027959704399108887
25394,gamma,1,0.6939548850059509,-0.0035833112417307093,0.043965697288513184
25394,gamma,2,-0.08764588832855225,0.0006114155050844929,0.08084762096405029
25394,contrast,1,0.6130478382110596,-0.0016500283981880559,-0.03040635585784912
25394,contrast,2,-0.22500905394554138,0.0016106273009006357,-0.005864858627319336
25394,color_cast,1,0.656300961971283,-0.0003232962409630766,-0.0494462251663208
25394,color_cast,2,0.5099053978919983,-0.00024170670430456362,0.04313540458679199
25560,gamma,1,-0.8990617394447327,0.0015003246623126723,0.0316523015499115
25560,gamma,2,-0.7272379398345947,0.0009542648536088035,0.004155606031417847
25560,contrast,1,0.8319795727729797,-0.0007059830179695671,-0.009076148271560669
25560,contrast,2,0.7698755860328674,-0.010365836645284787,0.022847920656204224
25560,color_cast,1,0.7296597361564636,-0.00041651309676061485,0.0014411509037017822
25560,color_cast,2,0.5238282680511475,-0.0007324484041673779,-0.00331994891166687
33221,gamma,1,0.27527058124542236,-0.0013038614926975068,-0.059729576110839844
33221,gamma,2,0.5899745225906372,-0.002393701031505959,0.06221359968185425
33221,contrast,1,0.2861943542957306,-0.0005089901602967947,-0.05553501844406128
33221,contrast,2,0.871799647808075,-0.0033706236881283305,-0.06343770027160645
33221,color_cast,1,0.27520981431007385,-0.0005353098468031125,-0.07513177394866943
33221,color_cast,2,0.49393540620803833,-0.0006913146218705884,-0.0056906938552856445
33368,gamma,1,-0.9760839939117432,0.008726993947773575,0.0157335102558136
33368,gamma,2,-0.5904165506362915,0.0030721781688766974,0.0133439302444458
33368,contrast,1,-0.7022578120231628,0.006123983482705652,0.0531790554523468
33368,contrast,2,-0.7844170928001404,0.003470036965301368,0.022823244333267212
33368,color_cast,1,0.7142683267593384,-0.010187119702469175,0.03217214345932007
33368,color_cast,2,0.5673403739929199,-0.001550171654403275,-0.004682034254074097
39405,gamma,1,0.7211185693740845,-0.005618056361092163,-0.007620811462402344
39405,gamma,2,-0.609476625919342,0.03905098378884169,0.5383930206298828
39405,contrast,1,-0.00017738256428856403,2.0610041129093953e-06,0.036490678787231445
39405,contrast,2,0.20502133667469025,-0.006116131308746095,0.06245684623718262
39405,color_cast,1,0.3853122591972351,-0.0011600281112891936,0.02174389362335205
39405,color_cast,2,0.035174112766981125,-0.0001331644866098716,0.027419686317443848
40036,gamma,1,0.25257229804992676,-0.0005520130023693382,0.01885700225830078
40036,gamma,2,-0.3503662347793579,0.0013253172922089802,-0.029956668615341187
40036,contrast,1,0.34579843282699585,-0.0010606308032893323,0.0017290711402893066
40036,contrast,2,0.16724784672260284,-0.00026362404048705794,-0.002394735813140869
40036,color_cast,1,0.8163480162620544,-0.004202636922018702,-0.0005294084548950195
40036,color_cast,2,0.16339409351348877,-0.00029820970566802967,-0.025012075901031494
42070,gamma,1,0.3813196122646332,-0.00029619523903970965,-0.023686707019805908
42070,gamma,2,0.4076978266239166,-0.00029787102068956454,0.010188698768615723
42070,contrast,1,0.2318112552165985,-0.0023314899030288517,-0.009465336799621582
42070,contrast,2,-0.695092499256134,0.019703513567839347,-0.0024073421955108643
42070,color_cast,1,-0.39432457089424133,9.407832944996427e-05,-0.007915884256362915
42070,color_cast,2,0.05570966750383377,-8.188141854382293e-05,0.008587241172790527
44260,gamma,1,-0.5270623564720154,0.005368739590070344,-0.038829684257507324
44260,gamma,2,-0.5293879508972168,0.0040943815084336505,-0.006069481372833252
44260,contrast,1,-0.0940786749124527,0.0010480955420782126,0.0013428926467895508
44260,contrast,2,0.2713460326194763,-0.009464634859590149,-0.016878962516784668
44260,color_cast,1,-0.7251778841018677,0.0030856880092370344,0.010555744171142578
44260,color_cast,2,-0.18500187993049622,0.0009303085154420024,-0.005427718162536621
46872,gamma,1,0.8353984951972961,-0.001086785220050543,0.010782003402709961
46872,gamma,2,0.8182896971702576,-0.0008935041743203372,0.04767727851867676
46872,contrast,1,0.8820809721946716,-0.003359413931277447,0.047555387020111084
46872,contrast,2,-0.00851188600063324,7.874162429047805e-06,-0.01692056655883789
46872,color_cast,1,-0.028149835765361786,3.141432701648586e-05,-0.0029891133308410645
46872,color_cast,2,-0.3193338215351105,0.0005618327529755843,0.037724316120147705
50145,gamma,1,-0.1663661003112793,0.01514488674002993,-0.017401933670043945
50145,gamma,2,0.22314780950546265,-0.021768177467747053,-0.048075318336486816
50145,contrast,1,0.8852080702781677,-0.009136438321009953,-7.355213165283203e-05
50145,contrast,2,0.898897647857666,-0.004509830927408018,0.004115939140319824
50145,color_cast,1,0.874956488609314,-0.010310074952038333,0.026481151580810547
50145,color_cast,2,0.8866497278213501,-0.0017098932677121926,-0.007473111152648926
51598,gamma,1,-0.05418844148516655,5.29674874356274e-05,-0.0013905167579650879
51598,gamma,2,-0.5953879952430725,0.0010800111139870146,0.01193949580192566
51598,contrast,1,0.026854105293750763,-2.06191167565142e-05,-0.007555067539215088
51598,contrast,2,-0.8918039798736572,0.002978902022944939,0.0021791160106658936
51598,color_cast,1,-0.6942164897918701,0.004355299373210045,0.028009533882141113
51598,color_cast,2,-0.7001802921295166,0.0072190449546269235,0.017067819833755493
54593,gamma,1,0.8252475261688232,-0.004152127829484251,0.03767150640487671
54593,gamma,2,0.19700887799263,-0.0012511115876614515,-0.0006732940673828125
54593,contrast,1,-0.16600793600082397,0.0012828418701941733,-0.1199178695678711
54593,contrast,2,-0.6299189329147339,0.0026362865529935184,0.00313568115234375
54593,color_cast,1,0.12949690222740173,-0.000336143548630654,-0.14929169416427612
54593,color_cast,2,0.0786614939570427,-0.00015857547858384274,-0.009981989860534668
57725,gamma,1,-0.5267748832702637,0.0002231808187518801,0.008680541068315506
57725,gamma,2,-0.7440229654312134,0.0002790883964306505,-0.00038054585456848145
57725,contrast,1,0.11486585438251495,-3.069965133903198e-05,-0.004552045837044716
57725,contrast,2,-0.9095673561096191,0.00018276153803171467,0.0006874147802591324
57725,color_cast,1,0.37706515192985535,-6.810212287153745e-05,-0.004664013162255287
57725,color_cast,2,-0.5175365805625916,0.00010865265858847822,0.0045440346002578735
57760,gamma,1,-0.27785739302635193,0.00019125927241317055,0.04409390687942505
57760,gamma,2,0.541183352470398,-0.0010789588797589878,-0.016260147094726562
57760,contrast,1,0.6758639216423035,-0.0009190675103687547,0.018249094486236572
57760,contrast,2,0.9506967067718506,-0.02166396000780424,-0.05848515033721924
57760,color_cast,1,0.7772195339202881,-0.0008301614113768171,-0.0013625025749206543
57760,color_cast,2,0.3438205420970917,-0.00048214295760058495,0.009846031665802002
58655,gamma,1,-0.2001749873161316,0.0003133929132068242,-0.005483776330947876
58655,gamma,2,-0.8698936700820923,0.0006834871411680152,-0.0030455216765403748
58655,contrast,1,-0.5772935748100281,0.000887857557236624,0.03363954275846481
58655,contrast,2,-0.9699532985687256,0.00036105685791475747,0.003753580152988434
58655,color_cast,1,-0.10105594247579575,8.7410829527107e-05,-0.007842227816581726
58655,color_cast,2,-0.789286196231842,0.0005935431404373234,-0.005570702254772186
60090,gamma,1,0.20594635605812073,-0.00025115336829252804,0.004021108150482178
60090,gamma,2,0.31457769870758057,-0.0005276970624026996,0.014651894569396973
60090,contrast,1,-0.4447268545627594,0.0018726221656852945,-0.07256388664245605
60090,contrast,2,0.9756594896316528,-0.004487126053701468,0.004382193088531494
60090,color_cast,1,-0.6778060793876648,0.0014139860005896862,0.013216614723205566
60090,color_cast,2,-0.47153133153915405,0.0008689618072837094,-0.02222156524658203
61268,gamma,1,-0.3899083137512207,0.0063352530306489165,0.007699131965637207
61268,gamma,2,-0.3467472195625305,0.02392078738158286,0.04680216312408447
61268,contrast,1,0.680441677570343,-0.009348744562265095,0.014325439929962158
61268,contrast,2,-0.2854127883911133,0.007426727189075187,0.06917417049407959
61268,color_cast,1,0.05401710048317909,-0.00023676421348929925,0.02635633945465088
